CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NIVEL_DEP;NO_RAZAO_SOCIAL;NO_FANTASIA;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_ATIVIDADE;CO_CLIENTELA;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE;CO_NATUREZA_JUR;CO_TIPO_UNIDADE;CO_TIPO_ESTABELECIMENTO;CO_ATIVIDADE_PRINCIPAL;STAFF_ACS_ENDEMIAS;STAFF_ADMIN_GESTAO_APOIO;STAFF_DIAG_LAB_IMAGEM;STAFF_ENFERMAGEM;STAFF_FARMACIA;STAFF_MEDICOS;STAFF_ODONTOLOGIA;STAFF_OUTROS;STAFF_OUTROS_SUPERIOR_SAUDE;STAFF_SERVICOS_GERAIS;STAFF_TRANSPORTE_URGENCIA
4,3149E+12;617547;;1;1;ALEXANDRE MAIANTE HORN;ALEXANDRE MARIANTE HORN;RUA MOSTARDEIRO;5;1009;INDEPENDENCIA;90430000;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,3149E+12;601977;8,79586E+13;3;3;SECRETARIA DA SAUDE;REGULACAO REGIONAL 15CRS;AV BENTO GONCALVES;3722;SALA 5;PARTENON;90650003;4;2.0;81;431490;-30.06;-51.18;1023;;Central de Regulação;23.0;0;0;0;1;0;1;0;0;0;0;0
4,31491E+12;9913874;;3;1;CLENI ILENE DA SILVA SOARES;TRANSGV;RUA DR JORGE FAYET;531;;CHACARA DAS PEDRAS;91330330;4;1.0;36;431490;-30.04;-51.16;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;3;6;0;0
4,31491E+12;9945393;;3;1;GROHMANN E ANGNES LTDA;INOVA PSIQUIATRIA;AV WILLY EUGENIO FLECK;1500;APTO 308;SARANDI;91150180;4;1.0;36;431490;-30.0;-51.12;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;9856862;;3;1;GRUPO DE PACIENTES ARTRITICOS DE PORTO ALEGRE;GRUPAL;RUA DOS ANDRADAS;1332;6 ANDAR;CENTRO;90020008;4;1.0;36;431490;-30.03;-51.23;3999;;Ambulatório;1.0;0;1;0;0;0;0;0;2;1;0;0
4,31491E+12;9937323;;3;1;BEM GONZALEZ SOCIEDADE SIMPLES;BEM GONZALEZ;RUA WALTER PORTO FILHO;330;;MARIO QUINTANA;91280143;4;1.0;36;431490;-30.04;-51.11;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9942629;;1;1;GLACI FAINGLUZ;GLACI FAINGLUZ;RUA FERNANDES VIEIRA;203;302;BOM FIM;90035091;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31491E+12;9944389;;1;1;MARIA CECILIA ARAGON DE VECINO;MARIA CECILIA ARAGON DE VECINO;RUA MOSTARDEIRO;333;811;INDEPENDENCIA;90430001;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3006522;;3;1;ASSOCIACAO HospitalAR MOINHOS DE VENTO;Hospital MOINHOS DE VENTO;RUA RAMIRO BARCELOS;910;;MOINHOS DE VENTO;90035001;4;3.0;5;431490;-30.03;-51.21;3999;;Hospital;9.0;0;31;6;99;1;399;0;10;15;0;0
4,31491E+12;9858970;;1;1;RENATO GUARAGNI;RENATO GUARAGNI;AV ASSIS BRASIL;2464;SALA 309;JARDIM SAO PEDRO;91010002;4;1.0;22;431490;-30.01;-51.16;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;9994114;;1;1;ELISA CARVALHO GALLAS;ELISA CARVALHO GALLAS;AV ASSIS BRASIL;3535;1010;CRISTO REDENTOR;91010007;4;1.0;22;431490;-30.01;-51.15;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3954331;;3;1;CLINICA DE PSICOLOGIA CRISTIANE FEIL LTDA;CLINICA DE PSICOLOGIA CRISTIANE FEIL;DOUTOR ARMANDO BARBEDO;480;SALA 407;TRISTEZA;91920520;4;1.0;36;431490;-30.11;-51.25;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;4007816;;3;1;JUSTICA FEDERAL DE PRIMEIRO GRAU NO RIO GRANDE DO SUL;SECAO JUDICIARIA DO RIO GRANDE DO SUL;OTAVIO FRANCISCO CARUSO DA ROCHA;600;;PRAIA DE BELAS;90010395;4;1.0;36;431490;-30.04;-51.24;1074;;Ambulatório;1.0;0;0;0;1;0;4;1;0;0;0;0
4,3149E+12;4057554;;3;1;OTO CARE POA LTDA;OTOSENSE;DR NILO PECANHA;3228;SALA 22 23 24 E 34;JARDIM EUROPA;91330001;4;1.0;36;431490;-30.03;-51.16;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;4047788;;1;1;RAFAEL MICCO BISCHOFF;RAFAEL MICCO BISCHOFF;PROFESSOR ANNE DIAS;154;S 706;CENTRO;90020090;4;1.0;22;431490;-30.03;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;4055799;;3;1;CAREN BAVARESCO ODONTOLOGIA LTDA;CAREN BAVARESCO ODONTOLOGIA EIRELLI;GENERAL VITORINO;53;APT 82;CENTRO HISTORICO;90020171;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9555196;;3;1;CLINICA DE ATENDIMENTO PEDIATRICO SOCIEDADE SIMPLES;CLINICA DE ATENDIMENTO PEDIATRICO SOCIEDADE SIMPLES;RUA SANTA CECILIA;1440;;SANTA CECILIA;90420090;4;1.0;36;431490;-30.04;-51.2;2232;;Ambulatório;1.0;0;0;0;0;0;6;0;0;0;0;0
4,31491E+12;9570047;;3;1;HOSPITAL BDW POA LTDA;HOSPITAL BDW;GOMES JARDIM;221;201;SANTANA;90620130;4;1.0;5;431490;-30.05;-51.21;2062;;Ambulatório;1.0;0;48;38;86;8;2;0;20;2;3;0
4,31491E+12;9369864;;3;1;CAMILA CORREA TABAJARA EIRELI;CAMILA CORREA TABAJARA EIRELI;ARTUR ROCHA;590;SALA 701;MONT SERRAT;90450170;4;1.0;36;431490;-30.03;-51.19;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9368434;;1;1;ADRIANE MONSERRAT RAMOS;ADRIANE MONSERRAT RAMOS;RUA COSTA;30;SALA 403;MENINO DEUS;90110270;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9380396;;1;1;BRUNA HANSEL BASILE VIGIL;BRUNA HANSEL BASILE VIGIL;RUA RIACHUELO;1038;806;CENTRO;90010272;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9604960;;1;1;JANARA ARDENGHI FELDENS;JANARA ARDENGHI FELDENS;AV INDPENDENCIA;820;;INDEPENDENCIA;90035072;4;1.0;22;431490;-30.03;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;9619879;;3;1;MOSAICO CENTRO INTERDISCIPLINAR LTDA;MOSAICO CENTRO INTERDISCIPLINAR;RUA DONA LAURA;45;CONJ 501;RIO BRANCO;90430091;4;1.0;36;431490;-30.04;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31491E+12;9619518;;1;1;IGOR MARQUES DE SOUZA;IGOR MARQUES DE SOUZA;AVENIDA BENTO GONCALVES;1790;;PARTENON;90650000;4;1.0;22;431490;-30.06;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;4094581;;3;1;SERVICOS MEDICOS ESPECIALIZADOS ASSISTENCIA CONSULTORIA C;SERVICOS MEDICOS ESPECIALIZADOS ASSISTENCIA CONSULTORIA C;ANTONIO PARREIRAS;339;CONJ 701;BELA VISTA;90450050;4;1.0;36;431490;-30.03;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;4096452;;1;1;ALICIA DORNELES DORNELLES;ALICIA DORNELES DORNELLES;R GOMES JARDIM;201;502;SANTANA;90620130;4;1.0;22;431490;-30.05;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;4103955;;1;1;LETICIA MOREIRA FEIX CUNHA;LETICIA MOREIRA FEIX CUNHA;BOTAFOGO;960;;MENINO DEUS;90150052;4;1.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,3149E+12;4096541;;3;1;ESPIROMED ESPIROMETRIA E MEDICINA PNEUMOLOGICA SOCIEDADE SIM;ESPIROMED ESPIROMETRIA E MEDICINA PNEUMOLOGICA SOCIEDADE SIM;DOS ANDRADAS;1727;CONJ 76;CENTRO;90020013;4;1.0;36;431490;-30.03;-51.22;2232;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3395693;;3;1;CAROLINA BORQUES DERMATOLOGIA LTDA;CAROLINA BORQUES LTDA;GOMES JARDIM;201;SALA 605;SANTANA;90620130;4;1.0;36;431490;-30.05;-51.21;2062;;Ambulatório;1.0;0;1;0;0;0;1;0;0;0;0;0
4,3149E+12;2972190;;3;1;KARIN WONDRACEK CLINICA DE PSICOLOGIA E PSICANALISE EIRELI;KARIN WONDRACEK CLINICA DE PSICOLOGIA E PSICANALISE EIRELI;DOM PEDRO II;1220;CONJ 513;HIGIENOPOLIS;90550141;4;1.0;36;431490;-30.02;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;2975033;;3;1;COMERCIO DE MEDICAMENTOS BRAIR LTDA;SAO JOAO FarmáciaS;QUINTINO BOCAIUVA;1669;Farmácia;RIO BRANCO;90440051;4;1.0;43;431490;-30.03;-51.2;2062;;Farmácia;8.0;0;0;0;0;2;0;0;0;0;0;0
4,3149E+12;2991020;;1;1;MATHEUS ZSCHORNACK STRELOW;MATHEUS ZSCHORNACK STRELOW;AV SENADOR TARSO DUTRA;161;1006;PETROPOLIS;90690200;4;1.0;22;431490;-30.04;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3057151;;3;1;HCL2 TECNOLOGIA EM SAUDE LTDA;HAUX CLINIC PORTO ALEGRE;CARLOS GOMES;1324;;AUXILIADORA;90480001;4;1.0;36;431490;-30.03;-51.18;2062;;Ambulatório;1.0;0;0;0;0;0;4;0;2;3;0;0
4,3149E+12;2969602;;3;1;DIMED S A DISTRIBUIDORA DE MEDICAMENTOS;PANVEL FarmáciaS;SILVA JARDIM;277;;BELA VISTA;90450071;4;1.0;43;431490;-30.02;-51.19;2046;;Farmácia;8.0;0;0;0;0;2;0;0;0;0;0;0
4,3149E+12;2986175;;3;1;BASSOTTO FERNANDES SERVICOS MEDICOS LTDA;CECAD;CORONEL BORDINI;995;APT 801;AUXILIADORA;90440001;4;1.0;36;431490;-30.03;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;4014499;;3;1;DANIEL OFTALMO SERVICOS MEDICOS LTDA;DANIEL OFTALMO SERVICOS MEDICOS LTDA;DOM FELICIANO;78;SALA 711;CENTRO HISTORICO;90020160;4;1.0;36;431490;-30.03;-51.22;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;4015592;;3;1;FACIES CLINICA DE FISIOTERAPIA SOCIEDADE SIMPLES;FACIES CLINICA DE FISIOTERAPIA;FELIX DA CUNHA;737;SALA 310;FLORESTA;90570001;4;1.0;36;431490;-30.02;-51.2;2232;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,3149E+12;4027353;;3;1;EDUARDO BECKER SERVICOS MEDICOS DE DIAGNOSTICOS E TERAPIA;EDUARDO BECKER SERVICOS MEDICOS DE DIAGNOSTICOS E TERAPIA;CARLOS TREIN FILHO;599;SALA 1201;AUXILIADORA;90450120;4;1.0;36;431490;-30.03;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3047784;;3;1;LARISSA LUCAS SCREMIN SERVICOS MEDICOS LTDA;LARISSA LUCAS SCREMIN SERVICOS MEDICOS;PORTUGAL;1225;APT 502;SAO JOAO;90520310;4;1.0;36;431490;-30.02;-51.18;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;4062817;;3;1;HERNANDEZ ANTONELLO SERVICOS MEDICOS SOCIEDADE SIMPLES;HERNANDEZ ANTONELLO SERVICOS MEDICOS SOCIEDADE SIMPLES;CORONEL VICENTE;625;APT 605;CENTRO;90030041;4;1.0;36;431490;-30.03;-51.22;2232;;Ambulatório;1.0;0;0;0;0;0;15;0;0;0;0;0
4,31491E+12;9696008;;3;1;PENSAMENTO CLINICA DE ATENDIMENTO PSIQUIATRICO E PSICOLOGI;PENSAMENTO;AV TAQUARA;183;401;PETROPOLIS;90460210;4;1.0;36;431490;-30.04;-51.18;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;2975130;;3;1;SOMOS PSICOLOGIA LTDA;SOMOS PSICOLOGIA LTDA;BENTO GONCALVES;1403;SALA 1109;PARTENON;90650002;4;1.0;36;431490;-30.05;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,3149E+12;2987066;;3;1;JOINT SERVICOS MEDICOS LTDA;JOINT SERVICOS MEDICOS LTDA;IPIRANGA;6690;SALA 601;PETROPOLIS;90610000;4;1.0;36;431490;-30.05;-51.17;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;2986205;;3;1;CLINICA DE PSICOTERAPIA E PSICANALISE MORGANA BORTOLINI LTDA;CLINICA DE PSICOTERAPIA E PSICANALISE MORGANA BORTOLINI LTDA;FELIPE NERI;457;SALA 509;AUXILIADORA;90440150;4;1.0;36;431490;-30.02;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;2887312;;3;1;ORALCLINIC RS CLINICA ODONTOLOGICA LTDA;ORALCLINIC;DOS ANDRADAS;1736;;CENTRO HISTORICO;90020012;4;1.0;36;431490;-30.03;-51.22;2062;;Ambulatório;1.0;0;1;0;0;0;0;1;0;0;0;0
4,3149E+12;2893304;;3;1;BRAGA RODRIGUES ODONTOLOGIA LTDA;BRAGA RODRIGUES ODONTOLOGIA;INDEPENDENCIA;1183;SALA 702;INDEPENDENCIA;90035077;4;1.0;36;431490;-30.03;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,3149E+12;2887320;;3;1;LABORATORIO ENDOCRIMETA DE ANALISES CLINICAS LTDA;ENDOCRIMETA SALUTE RESTINGA;ECONOMISTA NILO WULFF;898;;RESTINGA;91790000;4;1.0;39;431490;-30.15;-51.14;2062;;Unidade de Apoio Diagnóstico;2.0;0;1;0;0;0;0;0;0;1;0;0
4,3149E+12;2896974;;3;1;CLINICA MEDICA AZENHA E CENTENO SOCIEDADE SIMPLES;CLINICA MEDICA AZENHA E CENTENO SOCIEDADE SIMPLES;MIGUEL COUTO;610;;MENINO DEUS;90850050;4;1.0;36;431490;-30.07;-51.23;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;2896737;;3;1;TIAGO AGUIAR SERVICOS DE CONSULTAS MEDICAS EIRELI;ORTOAGUIAR;MUCIO TEIXEIRA;71;APT 303;MENINO DEUS;90050360;4;1.0;36;431490;-30.04;-51.22;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;2887266;;3;1;FLACH SCHAEFER PSICOLOGIA LTDA;FLACH SCHAEFER PSICOLOGIA;OSVALDO ARANHA;1022;SALA 1510;BOM FIM;90035191;4;1.0;36;431490;-30.03;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,3149E+12;2891808;;3;1;LW MED SERVICOS MEDICOS SOCIEDADE SIMPLES;LW MED;VINTE E QUATRO DE OUTUBRO;521;APT 504;MOINHOS DE VENTO;90510002;4;1.0;36;431490;-30.03;-51.2;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9899235;;1;1;FABIO D ORFANI;FABIO D ORFANI;RUA OTTO NIEMAYER;2984;;CAVALHADA;90001970;4;1.0;22;431490;-30.1;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9839380;;3;1;WB SERVICOS MEDICOS DE PSIQUIATRIA EIRELI;WB PSIQUIATRIA;AV ASSIS BRASIL;3535;1006;CRISTO REDENTOR;91010007;4;1.0;36;431490;-30.01;-51.16;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9900446;;3;1;AME POA SERVICOS MEDICOS LTDA;AME POA SERVICOS MEDICOS;RUA ENGENHEIRO OLAVO NUNES;365;APTO 202;BELA VISTA;90440170;4;1.0;36;431490;-30.03;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9969136;;3;1;MEDICA CIRURGIA GERAL E ENDOCRINOLOGIA LTDA;MEDICA CIRURGIA GERAL E ENDOCRINOLOGIA;RUA QUINTINO BOCAIUVA;694;406;MOINHOS DE VENTO;90440050;4;1.0;36;431490;-30.03;-51.2;2240;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9881123;;3;1;CENTRO GAUCHO INTEGRADO DE ONCOLOGIA HEMATOLOGIA ENSINO E;CENTRO GAUCHO INTEGRADO DE ONCOLOGIA;RUA COSTA;30;ANDAR 3;MENINO DEUS;90110270;4;1.0;36;431490;-30.06;-51.22;2232;;Ambulatório;1.0;0;0;0;0;0;3;0;0;6;0;0
4,31491E+12;9984410;;3;1;SILVIA BACCHI GINECOLOGIA EIRELI;SILVIA BACCHI GINECOLOGIA;RUA DOUTOR GALENO PIANTA;43;;GLORIA;90680600;4;1.0;36;431490;-30.07;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9942831;;1;1;DANIA MARIA GONCALVES DUTRA DA SILVEIRA;DANIA MARIA GONCALVES DUTRA DA SILVEIRA;RUA LUCIANA DE ABREU;471;1101;MOINHOS DE VENTO;90570060;4;1.0;22;431490;-30.02;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;9885234;;3;1;ASSOCIACAO DE CEGOS DO RIO GRANDE DO SUL;ACERGS;RUA VIGARIO JOSE INACIO;433;6 ANDAR;CENTRO HISTORICO;90020100;4;1.0;36;431490;-30.03;-51.23;3999;;Ambulatório;1.0;0;3;0;0;0;0;0;5;1;0;0
4,31491E+12;9959416;;3;1;LABORATORIO NOBEL S A;LABORATORIO NOBEL ROCIO;AV ROCIO;350;SALA 7 E 8;VILA JOAO PESSOA;91510090;4;1.0;39;431490;-30.06;-51.18;2054;;Unidade de Apoio Diagnóstico;2.0;0;1;2;0;0;0;0;0;1;0;0
4,3149E+12;2849208;;3;1;LEM CLINICA ENDOSCOPIA E PESQUISA MEDICA LTDA;LEM CLINICA ENDOSCOPIA E PESQUISA MEDICA;PEDRO CHAVES BARCELOS;987;APT 1003;AUXILIADORA;90450010;4;1.0;36;431490;-30.03;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;887862;;3;1;DIMED S A DISTRIBUIDORA DE MEDICAMENTOS;PANVEL FarmáciaS;ASSIS BRASIL;5451;E 5431;SARANDI;91110001;4;1.0;43;431490;-30.0;-51.13;2046;;Farmácia;8.0;0;0;0;0;2;0;0;0;0;0;0
4,3149E+12;906417;;3;1;COMERCIO DE MEDICAMENTOS BRAIR LTDA;SAO JOAO FarmáciaS;DOS ANDRADAS;1665;LOJA 01;CENTRO HISTORICO;90020013;4;1.0;43;431490;-30.03;-51.22;2062;;Ambulatório;1.0;0;0;0;0;1;0;0;0;0;0;0
4,3149E+12;906476;;3;1;ANIMUS MENTIS CLINICA MEDICA EIRELI;ANIMUS MENTIS;ITAQUI;89;SALA 204;PETROPOLIS;90460140;4;1.0;36;431490;-30.04;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;2828782;;1;1;ALCEU GOMES CORREIA FILHO;ALCEU GOMES CORREIA FILHO;MOSTARDEIRO;333;;MOINHOS DE VENTO;90430001;4;1.0;22;431490;-30.03;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;988634;;3;1;SOCIEDADE DE OFTALMOLOGIA DO RIO GRANDE DO SUL SORIGS;SORIGS;MOSTARDEIRO;366;CONJUNTO 501;MOINHOS DE VENTO;90430000;4;1.0;36;431490;-30.03;-51.2;3999;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3453103;;3;1;FISIOCLIN CLINICA FISIOTERAPICA LTDA;FISIOCLIN;RUA DOS ANDRADAS;1155;702;CENTRO;90020000;4;3.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;3;0;0
4,3149E+12;3452441;;1;1;JOCELYN ALBERTON SPOLAOR JUNIOR;JOCELYN ALBERTON SPOLAOR JUNIOR;AVENIDA GETULIO VARGAS;1501;;MENINO DEUS;90150005;4;3.0;22;431490;-30.06;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3430049;;1;1;SILVIO MARCIO PEGORARO BALZAN;SILVIO MARCIO PEGORARO BALZAN;RUA GENERAL VITORINO;330;CJ 1101;CENTRO;90020170;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3421201;;3;1;CENTRO DE ATENDIMENTO MEDICO INFANTIL LTDA;URGETIL;RUA JOSE DE ALENCAR;237;;MENINO DEUS;90880481;4;3.0;39;431490;-30.06;-51.23;2240;;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;0;4;0;0;2;0;0
4,31491E+12;6034454;;1;1;AUDREY SCHAFER;AUDREY SCHAFER;AV NOVA YORK;10;706;HIGIENOPOLIS;90550070;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6043704;;3;1;FISIO MED AMBULATORIAL LIMITADA;FISIO MED AMBULATORIAL;AV IPIRANGA;1801;450;AZENHA;90160093;4;1.0;36;431490;-30.05;-51.22;2240;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6049818;;1;1;CLAUDIA SAMPAIO CORREA DA SILVA;CLAUDIA SAMPAIO CORREA DA SILVA;RUA MARQUES DO HERVAL;220;502;MENINO DEUS;90570140;4;1.0;22;431490;-30.05;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6221998;;3;1;CLINICA DE CIRURGIA CARDIOVASCULAR R R SS LTDA;CLINICA DE CIRURGIA CARDIOVASCULAR R R SS LTDA;AV IPIRANGA;6690;615;JD BOTANICO;90610000;4;1.0;36;431490;-30.05;-51.19;2232;;Ambulatório;1.0;0;0;0;0;0;5;0;0;0;0;0
4,31491E+12;6222005;;3;1;CIRCOR CIRURGIOES CARDIOVASCULARES ASSOCIADOS SC LTDA;CIRCOR CLINICA CIRURGICA;AV IPIRANGA;6690;615;JD BOTANICO;90610000;4;1.0;22;431490;-30.05;-51.19;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;6316034;;3;1;C RATH E CIA LTDA ME;FISIOESPORTE;RUA COMENDADOR CORUJA;372;;FLORESTA;90220180;4;1.0;36;431490;-30.02;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6665764;;1;1;HELENA TERESINHA MOCELIN;HELENA TERESINHA MOCELIN;AV CEL LUCAS DE OLIVEIRA;505;1101;PETROPOLIS;90440011;4;1.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6060390;;3;1;MARIA ISABEL RODRIGUES MARQUES ME;CAPSI CENTRO DE ATENDIMENTO PSICOLOGICO INTEGRADO;RUA DOS ANDRADAS;1091;114;CENTRO;90020007;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6061931;;1;1;DANIELA TRINDADE SARI;DANIELA TRINDADE SARI;RUA FELIPE NERI;434;301;AUXILIADORA;90440150;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;6063608;;1;1;JOSE ALENCAR FRANCO;JOSE ALENCAR FRANCO;RUA RAMIRO BARCELOS;1793;601;BOM FIM;90035006;4;3.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6064299;;1;1;JENIFFER ZETTERMANN DA COSTA;JENIFFER ZETTERMANN DA COSTA;RUA FELIPE CAMARAO;751;306;BOM FIM;90035141;1;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;4107470;;3;1;Farmácia AMAZONENSE LTDA;Farmácia AMAZONENSE;BENTO GONCALVES;4876;;SAO JOSE;91540000;4;1.0;43;431490;-30.06;-51.17;2062;;Farmácia;8.0;0;0;0;0;3;0;0;0;0;0;0
4,3149E+12;4108957;;3;1;NEUROCIENS SERVICOS MEDICOS SOCIEDADE SIMPLES LTDA;NEUROCIENS SERVICOS MEDICOS SOCIEDADE SIMPLES LTDA;OSVALDO ARANHA;1022;SALA 913;BOM FIM;90035191;4;1.0;36;431490;-30.03;-51.21;2240;;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,3149E+12;34495;;3;1;SIEGA E SIEGA SERVICOS MEDICOS E CONSULTORIA CIENTIFICA LTDA;SIEGA E SIEGA;RUA MARQUES DO POMBAL;783;303;MOINHOS DE VENTO;90540001;4;1.0;36;431490;-30.02;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;39268;;3;1;LUKIANSKI ALVAREZ SERVICOS MEDICOS SOCIEDADE SIMPLES LTDA;LUKIANSKI ALVAREZ SERVICOS MEDICOS;RUA EVARISTO DA VEIGA;444;;PARTENON;90450190;4;1.0;36;431490;-30.05;-51.2;2240;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9997768;;1;1;GLAUCIA ESCALIER BRAGA;GLAUCIA ESCALIER BRAGA;AV MARILAND;1287;SALA 304;MONT SERRAT;90440191;4;1.0;22;431490;-30.03;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31491E+12;9992243;;1;1;CAROLINE FORMOLO DALLA VECCHIA;CAROLINE FORMOLO DALLA VECCHIA;AV MARILAND;907;SALA 1002;AUXILIADORA;90440191;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
